82041 silly lifecycle source-map@0.4.4~preinstall: no script for preinstall, continuing
88333 silly lifecycle parseurl@1.3.2~install: no script for install, continuing
88334 silly install path-browserify@0.0.0 F:\website\leapfrog\node_modules\.staging\path-browserify-12e2577e
88335 info lifecycle path-browserify@0.0.0~install: path-browserify@0.0.0
88336 silly lifecycle path-browserify@0.0.0~install: no script for install, continuing
88337 silly install path-is-absolute@1.0.1 F:\website\leapfrog\node_modules\.staging\path-is-absolute-06584ed8
88338 info lifecycle path-is-absolute@1.0.1~install: path-is-absolute@1.0.1
88339 silly lifecycle path-is-absolute@1.0.1~install: no script for install, continuing
88340 silly install path-is-inside@1.0.2 F:\website\leapfrog\node_modules\.staging\path-is-inside-9e73fcfc
88341 info lifecycle path-is-inside@1.0.2~install: path-is-inside@1.0.2
88342 silly lifecycle path-is-inside@1.0.2~install: no script for install, continuing
88343 silly install is-path-inside@1.0.0 F:\website\leapfrog\node_modules\.staging\is-path-inside-ff17ca5d
88344 info lifecycle is-path-inside@1.0.0~install: is-path-inside@1.0.0
88345 silly lifecycle is-path-inside@1.0.0~install: no script for install, continuing
88346 silly install is-path-in-cwd@1.0.0 F:\website\leapfrog\node_modules\.staging\is-path-in-cwd-b5c8bc23
88347 info lifecycle is-path-in-cwd@1.0.0~install: is-path-in-cwd@1.0.0
88348 silly lifecycle is-path-in-cwd@1.0.0~install: no script for install, continuing
88349 silly install path-to-regexp@0.1.7 F:\website\leapfrog\node_modules\.staging\path-to-regexp-852a87a7
88350 info lifecycle path-to-regexp@0.1.7~install: path-to-regexp@0.1.7
88351 silly lifecycle path-to-regexp@0.1.7~install: no script for install, continuing
88352 silly install performance-now@0.2.0 F:\website\leapfrog\node_modules\.staging\performance-now-d00a7b54
88353 info lifecycle performance-now@0.2.0~install: performance-now@0.2.0
88354 silly lifecycle performance-now@0.2.0~install: no script for install, continuing
88355 silly install pify@2.3.0 F:\website\leapfrog\node_modules\.staging\pify-b9922b47
88356 info lifecycle pify@2.3.0~install: pify@2.3.0
88357 silly lifecycle pify@2.3.0~install: no script for install, continuing
88358 silly install pinkie@2.0.4 F:\website\leapfrog\node_modules\.staging\pinkie-2907ee3f
88359 info lifecycle pinkie@2.0.4~install: pinkie@2.0.4
88360 silly lifecycle pinkie@2.0.4~install: no script for install, continuing
88361 silly install pinkie-promise@2.0.1 F:\website\leapfrog\node_modules\.staging\pinkie-promise-1f578e81
88362 info lifecycle pinkie-promise@2.0.1~install: pinkie-promise@2.0.1
88363 silly lifecycle pinkie-promise@2.0.1~install: no script for install, continuing
88364 silly install path-exists@2.1.0 F:\website\leapfrog\node_modules\.staging\path-exists-8f389da3
88365 info lifecycle path-exists@2.1.0~install: path-exists@2.1.0
88366 silly lifecycle path-exists@2.1.0~install: no script for install, continuing
88367 silly install find-up@1.1.2 F:\website\leapfrog\node_modules\.staging\find-up-b2eb7e8d
88368 info lifecycle find-up@1.1.2~install: find-up@1.1.2
88369 silly lifecycle find-up@1.1.2~install: no script for install, continuing
88370 silly install path-type@1.1.0 F:\website\leapfrog\node_modules\.staging\path-type-aed443ed
88371 info lifecycle path-type@1.1.0~install: path-type@1.1.0
88372 silly lifecycle path-type@1.1.0~install: no script for install, continuing
88373 silly install pkg-dir@1.0.0 F:\website\leapfrog\node_modules\.staging\pkg-dir-d818361b
88374 info lifecycle pkg-dir@1.0.0~install: pkg-dir@1.0.0
88375 silly lifecycle pkg-dir@1.0.0~install: no script for install, continuing
88376 silly install find-cache-dir@0.1.1 F:\website\leapfrog\node_modules\.staging\find-cache-dir-dd79672b
88377 info lifecycle find-cache-dir@0.1.1~install: find-cache-dir@0.1.1
88378 silly lifecycle find-cache-dir@0.1.1~install: no script for install, continuing
88379 silly install babel-loader@6.4.1 F:\website\leapfrog\node_modules\.staging\babel-loader-0a68ad88
88380 info lifecycle babel-loader@6.4.1~install: babel-loader@6.4.1
88381 silly lifecycle babel-loader@6.4.1~install: no script for install, continuing
88382 silly install async@1.5.2 F:\website\leapfrog\node_modules\.staging\async-5c0ce4cd
88383 info lifecycle async@1.5.2~install: async@1.5.2
88384 silly lifecycle async@1.5.2~install: no script for install, continuing
88385 silly install portfinder@1.0.13 F:\website\leapfrog\node_modules\.staging\portfinder-127bde7f
88386 info lifecycle portfinder@1.0.13~install: portfinder@1.0.13
88387 silly lifecycle portfinder@1.0.13~install: no script for install, continuing
88388 silly install loader-utils@1.1.0 F:\website\leapfrog\node_modules\.staging\loader-utils-0ecd96d0
88389 info lifecycle loader-utils@1.1.0~install: loader-utils@1.1.0
88390 silly lifecycle loader-utils@1.1.0~install: no script for install, continuing
88391 silly install postcss-message-helpers@2.0.0 F:\website\leapfrog\node_modules\.staging\postcss-message-helpers-cf5b8e27
88392 info lifecycle postcss-message-helpers@2.0.0~install: postcss-message-helpers@2.0.0
88393 silly lifecycle postcss-message-helpers@2.0.0~install: no script for install, continuing
88394 silly install ansi-styles@3.2.0 F:\website\leapfrog\node_modules\.staging\ansi-styles-b4c883e6
88395 info lifecycle ansi-styles@3.2.0~install: ansi-styles@3.2.0
88396 silly lifecycle ansi-styles@3.2.0~install: no script for install, continuing
88397 silly install has-flag@2.0.0 F:\website\leapfrog\node_modules\.staging\has-flag-91da3730
88398 info lifecycle has-flag@2.0.0~install: has-flag@2.0.0
88399 silly lifecycle has-flag@2.0.0~install: no script for install, continuing
88400 silly install source-map@0.6.1 F:\website\leapfrog\node_modules\.staging\source-map-aedbb6d7
88401 info lifecycle source-map@0.6.1~install: source-map@0.6.1
88402 silly lifecycle source-map@0.6.1~install: no script for install, continuing
88403 silly install supports-color@4.5.0 F:\website\leapfrog\node_modules\.staging\supports-color-10ce4c07
88404 info lifecycle supports-color@4.5.0~install: supports-color@4.5.0
88405 silly lifecycle supports-color@4.5.0~install: no script for install, continuing
88406 silly install chalk@2.3.0 F:\website\leapfrog\node_modules\.staging\chalk-dddea774
88407 info lifecycle chalk@2.3.0~install: chalk@2.3.0
88408 silly lifecycle chalk@2.3.0~install: no script for install, continuing
88409 silly install postcss@6.0.14 F:\website\leapfrog\node_modules\.staging\postcss-d706ab67
88410 info lifecycle postcss@6.0.14~install: postcss@6.0.14
88411 silly lifecycle postcss@6.0.14~install: no script for install, continuing
88412 silly install postcss-modules-extract-imports@1.1.0 F:\website\leapfrog\node_modules\.staging\postcss-modules-extract-imports-a9502ca3
88413 info lifecycle postcss-modules-extract-imports@1.1.0~install: postcss-modules-extract-imports@1.1.0
88414 silly lifecycle postcss-modules-extract-imports@1.1.0~install: no script for install, continuing
88415 silly install ansi-styles@3.2.0 F:\website\leapfrog\node_modules\.staging\ansi-styles-055d4191
88416 info lifecycle ansi-styles@3.2.0~install: ansi-styles@3.2.0
88417 silly lifecycle ansi-styles@3.2.0~install: no script for install, continuing
88418 silly install has-flag@2.0.0 F:\website\leapfrog\node_modules\.staging\has-flag-bcb7e126
88419 info lifecycle has-flag@2.0.0~install: has-flag@2.0.0
88420 silly lifecycle has-flag@2.0.0~install: no script for install, continuing
88421 silly install source-map@0.6.1 F:\website\leapfrog\node_modules\.staging\source-map-ddcf4a88
88422 info lifecycle source-map@0.6.1~install: source-map@0.6.1
88423 silly lifecycle source-map@0.6.1~install: no script for install, continuing
88424 silly install supports-color@4.5.0 F:\website\leapfrog\node_modules\.staging\supports-color-4d045d92
88425 info lifecycle supports-color@4.5.0~install: supports-color@4.5.0
88426 silly lifecycle supports-color@4.5.0~install: no script for install, continuing
88427 silly install chalk@2.3.0 F:\website\leapfrog\node_modules\.staging\chalk-f69f4a50
88428 info lifecycle chalk@2.3.0~install: chalk@2.3.0
88429 silly lifecycle chalk@2.3.0~install: no script for install, continuing
88430 silly install postcss@6.0.14 F:\website\leapfrog\node_modules\.staging\postcss-e7d16ea3
88431 info lifecycle postcss@6.0.14~install: postcss@6.0.14
88432 silly lifecycle postcss@6.0.14~install: no script for install, continuing
88433 silly install ansi-styles@3.2.0 F:\website\leapfrog\node_modules\.staging\ansi-styles-267a7b9b
88434 info lifecycle ansi-styles@3.2.0~install: ansi-styles@3.2.0
88435 silly lifecycle ansi-styles@3.2.0~install: no script for install, continuing
88436 silly install has-flag@2.0.0 F:\website\leapfrog\node_modules\.staging\has-flag-f4c22596
88437 info lifecycle has-flag@2.0.0~install: has-flag@2.0.0
88438 silly lifecycle has-flag@2.0.0~install: no script for install, continuing
88439 silly install source-map@0.6.1 F:\website\leapfrog\node_modules\.staging\source-map-387536b4
88440 info lifecycle source-map@0.6.1~install: source-map@0.6.1
88441 silly lifecycle source-map@0.6.1~install: no script for install, continuing
88442 silly install supports-color@4.5.0 F:\website\leapfrog\node_modules\.staging\supports-color-01a7dd80
88443 info lifecycle supports-color@4.5.0~install: supports-color@4.5.0
88444 silly lifecycle supports-color@4.5.0~install: no script for install, continuing
88445 silly install chalk@2.3.0 F:\website\leapfrog\node_modules\.staging\chalk-7f0b0493
88446 info lifecycle chalk@2.3.0~install: chalk@2.3.0
88447 silly lifecycle chalk@2.3.0~install: no script for install, continuing
88448 silly install postcss@6.0.14 F:\website\leapfrog\node_modules\.staging\postcss-755f6a51
88449 info lifecycle postcss@6.0.14~install: postcss@6.0.14
88450 silly lifecycle postcss@6.0.14~install: no script for install, continuing
88451 silly install ansi-styles@3.2.0 F:\website\leapfrog\node_modules\.staging\ansi-styles-90d926e2
88452 info lifecycle ansi-styles@3.2.0~install: ansi-styles@3.2.0
88453 silly lifecycle ansi-styles@3.2.0~install: no script for install, continuing
88454 silly install has-flag@2.0.0 F:\website\leapfrog\node_modules\.staging\has-flag-67925715
88455 info lifecycle has-flag@2.0.0~install: has-flag@2.0.0
88456 silly lifecycle has-flag@2.0.0~install: no script for install, continuing
88457 silly install source-map@0.6.1 F:\website\leapfrog\node_modules\.staging\source-map-351749c2
88458 info lifecycle source-map@0.6.1~install: source-map@0.6.1
88459 silly lifecycle source-map@0.6.1~install: no script for install, continuing
88460 silly install supports-color@4.5.0 F:\website\leapfrog\node_modules\.staging\supports-color-d6fb3790
88461 info lifecycle supports-color@4.5.0~install: supports-color@4.5.0
88462 silly lifecycle supports-color@4.5.0~install: no script for install, continuing
88463 silly install chalk@2.3.0 F:\website\leapfrog\node_modules\.staging\chalk-264e5d21
88464 info lifecycle chalk@2.3.0~install: chalk@2.3.0
88465 silly lifecycle chalk@2.3.0~install: no script for install, continuing
88466 silly install postcss@6.0.14 F:\website\leapfrog\node_modules\.staging\postcss-1f21927a
88467 info lifecycle postcss@6.0.14~install: postcss@6.0.14
88468 silly lifecycle postcss@6.0.14~install: no script for install, continuing
88469 silly install postcss-modules-values@1.3.0 F:\website\leapfrog\node_modules\.staging\postcss-modules-values-7986f76f
88470 info lifecycle postcss-modules-values@1.3.0~install: postcss-modules-values@1.3.0
88471 silly lifecycle postcss-modules-values@1.3.0~install: no script for install, continuing
88472 silly install postcss-value-parser@3.3.0 F:\website\leapfrog\node_modules\.staging\postcss-value-parser-1bc7106c
88473 info lifecycle postcss-value-parser@3.3.0~install: postcss-value-parser@3.3.0
88474 silly lifecycle postcss-value-parser@3.3.0~install: no script for install, continuing
88475 silly install supports-color@3.2.3 F:\website\leapfrog\node_modules\.staging\supports-color-35061867
88476 info lifecycle supports-color@3.2.3~install: supports-color@3.2.3
88477 silly lifecycle supports-color@3.2.3~install: no script for install, continuing
88478 silly install prepend-http@1.0.4 F:\website\leapfrog\node_modules\.staging\prepend-http-14265469
88479 info lifecycle prepend-http@1.0.4~install: prepend-http@1.0.4
88480 silly lifecycle prepend-http@1.0.4~install: no script for install, continuing
88481 silly install preserve@0.2.0 F:\website\leapfrog\node_modules\.staging\preserve-99fbceba
88482 info lifecycle preserve@0.2.0~install: preserve@0.2.0
88483 silly lifecycle preserve@0.2.0~install: no script for install, continuing
88484 silly install private@0.1.8 F:\website\leapfrog\node_modules\.staging\private-b8e52ef0
88485 info lifecycle private@0.1.8~install: private@0.1.8
88486 silly lifecycle private@0.1.8~install: no script for install, continuing
88487 silly install process@0.11.10 F:\website\leapfrog\node_modules\.staging\process-ddce3679
88488 info lifecycle process@0.11.10~install: process@0.11.10
88489 silly lifecycle process@0.11.10~install: no script for install, continuing
88490 silly install process-nextick-args@1.0.7 F:\website\leapfrog\node_modules\.staging\process-nextick-args-8b22587a
88491 info lifecycle process-nextick-args@1.0.7~install: process-nextick-args@1.0.7
88492 silly lifecycle process-nextick-args@1.0.7~install: no script for install, continuing
88493 silly install promise@7.3.1 F:\website\leapfrog\node_modules\.staging\promise-180addb3
88494 info lifecycle promise@7.3.1~install: promise@7.3.1
88495 silly lifecycle promise@7.3.1~install: no script for install, continuing
88496 silly install proto-list@1.2.4 F:\website\leapfrog\node_modules\.staging\proto-list-38cc353e
88497 info lifecycle proto-list@1.2.4~install: proto-list@1.2.4
88498 silly lifecycle proto-list@1.2.4~install: no script for install, continuing
88499 silly install config-chain@1.1.11 F:\website\leapfrog\node_modules\.staging\config-chain-ed511c0c
88500 info lifecycle config-chain@1.1.11~install: config-chain@1.1.11
88501 silly lifecycle config-chain@1.1.11~install: no script for install, continuing
88502 silly install proxy-addr@2.0.2 F:\website\leapfrog\node_modules\.staging\proxy-addr-5df439a1
88503 info lifecycle proxy-addr@2.0.2~install: proxy-addr@2.0.2
88504 silly lifecycle proxy-addr@2.0.2~install: no script for install, continuing
88505 silly install prr@0.0.0 F:\website\leapfrog\node_modules\.staging\prr-ccf7af9e
88506 info lifecycle prr@0.0.0~install: prr@0.0.0
88507 silly lifecycle prr@0.0.0~install: no script for install, continuing
88508 silly install errno@0.1.4 F:\website\leapfrog\node_modules\.staging\errno-6fcc1ad9
88509 info lifecycle errno@0.1.4~install: errno@0.1.4
88510 silly lifecycle errno@0.1.4~install: no script for install, continuing
88511 silly install pseudomap@1.0.2 F:\website\leapfrog\node_modules\.staging\pseudomap-948b5043
88512 info lifecycle pseudomap@1.0.2~install: pseudomap@1.0.2
88513 silly lifecycle pseudomap@1.0.2~install: no script for install, continuing
88514 silly install lru-cache@3.2.0 F:\website\leapfrog\node_modules\.staging\lru-cache-922dfdeb
88515 info lifecycle lru-cache@3.2.0~install: lru-cache@3.2.0
88516 silly lifecycle lru-cache@3.2.0~install: no script for install, continuing
88517 silly install punycode@1.4.1 F:\website\leapfrog\node_modules\.staging\punycode-5b127578
88518 info lifecycle punycode@1.4.1~install: punycode@1.4.1
88519 silly lifecycle punycode@1.4.1~install: no script for install, continuing
88520 silly install q@1.5.1 F:\website\leapfrog\node_modules\.staging\q-55823718
88521 info lifecycle q@1.5.1~install: q@1.5.1
88522 silly lifecycle q@1.5.1~install: no script for install, continuing
88523 silly install coa@1.0.4 F:\website\leapfrog\node_modules\.staging\coa-fd813936
88524 info lifecycle coa@1.0.4~install: coa@1.0.4
88525 silly lifecycle coa@1.0.4~install: no script for install, continuing
88526 silly install qs@6.4.0 F:\website\leapfrog\node_modules\.staging\qs-6103f740
88527 info lifecycle qs@6.4.0~install: qs@6.4.0
88528 silly lifecycle qs@6.4.0~install: no script for install, continuing
88529 silly install querystring@0.2.0 F:\website\leapfrog\node_modules\.staging\querystring-e8935ea2
88530 info lifecycle querystring@0.2.0~install: querystring@0.2.0
88531 silly lifecycle querystring@0.2.0~install: no script for install, continuing
88532 silly install querystring-es3@0.2.1 F:\website\leapfrog\node_modules\.staging\querystring-es3-425c4f42
88533 info lifecycle querystring-es3@0.2.1~install: querystring-es3@0.2.1
88534 silly lifecycle querystring-es3@0.2.1~install: no script for install, continuing
88535 silly install querystringify@0.0.4 F:\website\leapfrog\node_modules\.staging\querystringify-6ba81a26
88536 info lifecycle querystringify@0.0.4~install: querystringify@0.0.4
88537 silly lifecycle querystringify@0.0.4~install: no script for install, continuing
88538 silly install kind-of@3.2.2 F:\website\leapfrog\node_modules\.staging\kind-of-eb13f332
88539 info lifecycle kind-of@3.2.2~install: kind-of@3.2.2
88540 silly lifecycle kind-of@3.2.2~install: no script for install, continuing
88541 silly install is-number@3.0.0 F:\website\leapfrog\node_modules\.staging\is-number-d416a606
88542 info lifecycle is-number@3.0.0~install: is-number@3.0.0
88543 silly lifecycle is-number@3.0.0~install: no script for install, continuing
88544 silly install kind-of@4.0.0 F:\website\leapfrog\node_modules\.staging\kind-of-851972dc
88545 info lifecycle kind-of@4.0.0~install: kind-of@4.0.0
88546 silly lifecycle kind-of@4.0.0~install: no script for install, continuing
88547 silly install randomatic@1.1.7 F:\website\leapfrog\node_modules\.staging\randomatic-a47be894
88548 info lifecycle randomatic@1.1.7~install: randomatic@1.1.7
88549 silly lifecycle randomatic@1.1.7~install: no script for install, continuing
88550 silly install range-parser@1.2.0 F:\website\leapfrog\node_modules\.staging\range-parser-564d6323
88551 info lifecycle range-parser@1.2.0~install: range-parser@1.2.0
88552 silly lifecycle range-parser@1.2.0~install: no script for install, continuing
88553 silly install esprima@3.0.0 F:\website\leapfrog\node_modules\.staging\esprima-ce92d6b3
88554 info lifecycle esprima@3.0.0~install: esprima@3.0.0
88555 silly lifecycle esprima@3.0.0~install: no script for install, continuing
88556 silly install redeyed@1.0.1 F:\website\leapfrog\node_modules\.staging\redeyed-846368d2
88557 info lifecycle redeyed@1.0.1~install: redeyed@1.0.1
88558 silly lifecycle redeyed@1.0.1~install: no script for install, continuing
88559 silly install cardinal@1.0.0 F:\website\leapfrog\node_modules\.staging\cardinal-61dd1799
88560 info lifecycle cardinal@1.0.0~install: cardinal@1.0.0
88561 silly lifecycle cardinal@1.0.0~install: no script for install, continuing
88562 silly install balanced-match@0.4.2 F:\website\leapfrog\node_modules\.staging\balanced-match-db727528
88563 info lifecycle balanced-match@0.4.2~install: balanced-match@0.4.2
88564 silly lifecycle balanced-match@0.4.2~install: no script for install, continuing
88565 silly install balanced-match@0.4.2 F:\website\leapfrog\node_modules\.staging\balanced-match-174b64e6
88566 info lifecycle balanced-match@0.4.2~install: balanced-match@0.4.2
88567 silly lifecycle balanced-match@0.4.2~install: no script for install, continuing
88568 silly install reduce-function-call@1.0.2 F:\website\leapfrog\node_modules\.staging\reduce-function-call-b39f7aea
88569 info lifecycle reduce-function-call@1.0.2~install: reduce-function-call@1.0.2
88570 silly lifecycle reduce-function-call@1.0.2~install: no script for install, continuing
88571 silly install reduce-css-calc@1.3.0 F:\website\leapfrog\node_modules\.staging\reduce-css-calc-3b5b964e
88572 info lifecycle reduce-css-calc@1.3.0~install: reduce-css-calc@1.3.0
88573 silly lifecycle reduce-css-calc@1.3.0~install: no script for install, continuing
88574 silly install regenerate@1.3.3 F:\website\leapfrog\node_modules\.staging\regenerate-49887cc8
88575 info lifecycle regenerate@1.3.3~install: regenerate@1.3.3
88576 silly lifecycle regenerate@1.3.3~install: no script for install, continuing
88577 silly install regenerator-runtime@0.11.0 F:\website\leapfrog\node_modules\.staging\regenerator-runtime-b7327cd4
88578 info lifecycle regenerator-runtime@0.11.0~install: regenerator-runtime@0.11.0
88579 silly lifecycle regenerator-runtime@0.11.0~install: no script for install, continuing
88580 silly install babel-runtime@6.26.0 F:\website\leapfrog\node_modules\.staging\babel-runtime-9def8646
88581 info lifecycle babel-runtime@6.26.0~install: babel-runtime@6.26.0
88582 silly lifecycle babel-runtime@6.26.0~install: no script for install, continuing
88583 silly install babel-messages@6.23.0 F:\website\leapfrog\node_modules\.staging\babel-messages-26e10277
88584 info lifecycle babel-messages@6.23.0~install: babel-messages@6.23.0
88585 silly lifecycle babel-messages@6.23.0~install: no script for install, continuing
88586 silly install babel-plugin-check-es2015-constants@6.22.0 F:\website\leapfrog\node_modules\.staging\babel-plugin-check-es2015-constants-9fc0e7f1
88587 info lifecycle babel-plugin-check-es2015-constants@6.22.0~install: babel-plugin-check-es2015-constants@6.22.0
88588 silly lifecycle babel-plugin-check-es2015-constants@6.22.0~install: no script for install, continuing
88589 silly install babel-plugin-transform-es2015-arrow-functions@6.22.0 F:\website\leapfrog\node_modules\.staging\babel-plugin-transform-es2015-arrow-functions-f442ea4d
88590 info lifecycle babel-plugin-transform-es2015-arrow-functions@6.22.0~install: babel-plugin-transform-es2015-arrow-functions@6.22.0
88591 silly lifecycle babel-plugin-transform-es2015-arrow-functions@6.22.0~install: no script for install, continuing
88592 silly install babel-plugin-transform-es2015-block-scoped-functions@6.22.0 F:\website\leapfrog\node_modules\.staging\babel-plugin-transform-es2015-block-scoped-functions-7a4a2391
88593 info lifecycle babel-plugin-transform-es2015-block-scoped-functions@6.22.0~install: babel-plugin-transform-es2015-block-scoped-functions@6.22.0
88594 silly lifecycle babel-plugin-transform-es2015-block-scoped-functions@6.22.0~install: no script for install, continuing
88595 silly install babel-plugin-transform-es2015-destructuring@6.23.0 F:\website\leapfrog\node_modules\.staging\babel-plugin-transform-es2015-destructuring-b1746b82
88596 info lifecycle babel-plugin-transform-es2015-destructuring@6.23.0~install: babel-plugin-transform-es2015-destructuring@6.23.0
88597 silly lifecycle babel-plugin-transform-es2015-destructuring@6.23.0~install: no script for install, continuing
88598 silly install babel-plugin-transform-es2015-for-of@6.23.0 F:\website\leapfrog\node_modules\.staging\babel-plugin-transform-es2015-for-of-6d424b3b
88599 info lifecycle babel-plugin-transform-es2015-for-of@6.23.0~install: babel-plugin-transform-es2015-for-of@6.23.0
88600 silly lifecycle babel-plugin-transform-es2015-for-of@6.23.0~install: no script for install, continuing
88601 silly install babel-plugin-transform-es2015-literals@6.22.0 F:\website\leapfrog\node_modules\.staging\babel-plugin-transform-es2015-literals-dd97cd5a
88602 info lifecycle babel-plugin-transform-es2015-literals@6.22.0~install: babel-plugin-transform-es2015-literals@6.22.0
88603 silly lifecycle babel-plugin-transform-es2015-literals@6.22.0~install: no script for install, continuing
88604 silly install babel-plugin-transform-es2015-spread@6.22.0 F:\website\leapfrog\node_modules\.staging\babel-plugin-transform-es2015-spread-7d344f40
88605 info lifecycle babel-plugin-transform-es2015-spread@6.22.0~install: babel-plugin-transform-es2015-spread@6.22.0
88606 silly lifecycle babel-plugin-transform-es2015-spread@6.22.0~install: no script for install, continuing
88607 silly install babel-plugin-transform-es2015-template-literals@6.22.0 F:\website\leapfrog\node_modules\.staging\babel-plugin-transform-es2015-template-literals-c60c8a3c
88608 info lifecycle babel-plugin-transform-es2015-template-literals@6.22.0~install: babel-plugin-transform-es2015-template-literals@6.22.0
88609 silly lifecycle babel-plugin-transform-es2015-template-literals@6.22.0~install: no script for install, continuing
88610 silly install babel-plugin-transform-es2015-typeof-symbol@6.23.0 F:\website\leapfrog\node_modules\.staging\babel-plugin-transform-es2015-typeof-symbol-12e0cc3b
88611 info lifecycle babel-plugin-transform-es2015-typeof-symbol@6.23.0~install: babel-plugin-transform-es2015-typeof-symbol@6.23.0
88612 silly lifecycle babel-plugin-transform-es2015-typeof-symbol@6.23.0~install: no script for install, continuing
88613 silly install regex-cache@0.4.4 F:\website\leapfrog\node_modules\.staging\regex-cache-9bcfa107
88614 info lifecycle regex-cache@0.4.4~install: regex-cache@0.4.4
88615 silly lifecycle regex-cache@0.4.4~install: no script for install, continuing
88616 silly install regjsgen@0.2.0 F:\website\leapfrog\node_modules\.staging\regjsgen-b193f2e2
88617 info lifecycle regjsgen@0.2.0~install: regjsgen@0.2.0
88618 silly lifecycle regjsgen@0.2.0~install: no script for install, continuing
88619 silly install jsesc@0.5.0 F:\website\leapfrog\node_modules\.staging\jsesc-2f7dd335
88620 info lifecycle jsesc@0.5.0~install: jsesc@0.5.0
88621 silly lifecycle jsesc@0.5.0~install: no script for install, continuing
88622 silly install regjsparser@0.1.5 F:\website\leapfrog\node_modules\.staging\regjsparser-7ca87ffc
88623 info lifecycle regjsparser@0.1.5~install: regjsparser@0.1.5
88624 silly lifecycle regjsparser@0.1.5~install: no script for install, continuing
88625 silly install regexpu-core@1.0.0 F:\website\leapfrog\node_modules\.staging\regexpu-core-c36f6317
88626 info lifecycle regexpu-core@1.0.0~install: regexpu-core@1.0.0
88627 silly lifecycle regexpu-core@1.0.0~install: no script for install, continuing
88628 silly install css-selector-tokenizer@0.7.0 F:\website\leapfrog\node_modules\.staging\css-selector-tokenizer-6956f88f
88629 info lifecycle css-selector-tokenizer@0.7.0~install: css-selector-tokenizer@0.7.0
88630 silly lifecycle css-selector-tokenizer@0.7.0~install: no script for install, continuing
88631 silly install postcss-modules-local-by-default@1.2.0 F:\website\leapfrog\node_modules\.staging\postcss-modules-local-by-default-ebd002f3
88632 info lifecycle postcss-modules-local-by-default@1.2.0~install: postcss-modules-local-by-default@1.2.0
88633 silly lifecycle postcss-modules-local-by-default@1.2.0~install: no script for install, continuing
88634 silly install postcss-modules-scope@1.1.0 F:\website\leapfrog\node_modules\.staging\postcss-modules-scope-af6145c9
88635 info lifecycle postcss-modules-scope@1.1.0~install: postcss-modules-scope@1.1.0
88636 silly lifecycle postcss-modules-scope@1.1.0~install: no script for install, continuing
88637 silly install regexpu-core@2.0.0 F:\website\leapfrog\node_modules\.staging\regexpu-core-ecc33183
88638 info lifecycle regexpu-core@2.0.0~install: regexpu-core@2.0.0
88639 silly lifecycle regexpu-core@2.0.0~install: no script for install, continuing
88640 silly install remove-trailing-separator@1.1.0 F:\website\leapfrog\node_modules\.staging\remove-trailing-separator-fbe9ce12
88641 info lifecycle remove-trailing-separator@1.1.0~install: remove-trailing-separator@1.1.0
88642 silly lifecycle remove-trailing-separator@1.1.0~install: no script for install, continuing
88643 silly install normalize-path@2.1.1 F:\website\leapfrog\node_modules\.staging\normalize-path-49d849ac
88644 info lifecycle normalize-path@2.1.1~install: normalize-path@2.1.1
88645 silly lifecycle normalize-path@2.1.1~install: no script for install, continuing
88646 silly install repeat-element@1.1.2 F:\website\leapfrog\node_modules\.staging\repeat-element-0b86f86e
88647 info lifecycle repeat-element@1.1.2~install: repeat-element@1.1.2
88648 silly lifecycle repeat-element@1.1.2~install: no script for install, continuing
88649 silly install repeat-string@1.6.1 F:\website\leapfrog\node_modules\.staging\repeat-string-283c27cd
88650 info lifecycle repeat-string@1.6.1~install: repeat-string@1.6.1
88651 silly lifecycle repeat-string@1.6.1~install: no script for install, continuing
88652 silly install align-text@0.1.4 F:\website\leapfrog\node_modules\.staging\align-text-32d0d706
88653 info lifecycle align-text@0.1.4~install: align-text@0.1.4
88654 silly lifecycle align-text@0.1.4~install: no script for install, continuing
88655 silly install center-align@0.1.3 F:\website\leapfrog\node_modules\.staging\center-align-974bcbc5
88656 info lifecycle center-align@0.1.3~install: center-align@0.1.3
88657 silly lifecycle center-align@0.1.3~install: no script for install, continuing
88658 silly install fill-range@2.2.3 F:\website\leapfrog\node_modules\.staging\fill-range-074f86da
88659 info lifecycle fill-range@2.2.3~install: fill-range@2.2.3
88660 silly lifecycle fill-range@2.2.3~install: no script for install, continuing
88661 silly install expand-range@1.8.2 F:\website\leapfrog\node_modules\.staging\expand-range-00f3e9a7
88662 info lifecycle expand-range@1.8.2~install: expand-range@1.8.2
88663 silly lifecycle expand-range@1.8.2~install: no script for install, continuing
88664 silly install braces@1.8.5 F:\website\leapfrog\node_modules\.staging\braces-160b5830
88665 info lifecycle braces@1.8.5~install: braces@1.8.5
88666 silly lifecycle braces@1.8.5~install: no script for install, continuing
88667 silly install micromatch@2.3.11 F:\website\leapfrog\node_modules\.staging\micromatch-f01fbb9f
88668 info lifecycle micromatch@2.3.11~install: micromatch@2.3.11
88669 silly lifecycle micromatch@2.3.11~install: no script for install, continuing
88670 silly install anymatch@1.3.2 F:\website\leapfrog\node_modules\.staging\anymatch-c2ba8c69
88671 info lifecycle anymatch@1.3.2~install: anymatch@1.3.2
88672 silly lifecycle anymatch@1.3.2~install: no script for install, continuing
88673 silly install repeating@2.0.1 F:\website\leapfrog\node_modules\.staging\repeating-77cdb038
88674 info lifecycle repeating@2.0.1~install: repeating@2.0.1
88675 silly lifecycle repeating@2.0.1~install: no script for install, continuing
